VisitNumber,refund,purchase,TripType,Weekday
181556,0,3,9,6
181557,0,1,5,6
181558,0,3,8,6
181564,0,4,39,6
181565,1,3,8,6
181566,0,2,3,6
181567,0,3,8,6
181569,0,3,8,6
181570,1,0,999,6
181571,0,14,39,6
181572,0,1,5,6
181574,0,3,8,6
181575,0,13,18,6
181576,0,5,29,6
181577,0,5,7,6
181578,0,8,39,6
181582,0,8,30,6
181584,0,59,40,6
181585,0,1,8,6
181586,0,29,44,6
181587,0,12,39,6
181589,0,7,15,6
181591,0,28,40,6
181592,0,2,3,6
181596,0,2,999,6
181597,0,10,39,6
181598,0,5,28,6
181599,0,13,39,6
181601,0,1,8,6
181605,1,2,8,6
181607,0,4,5,6
181609,0,2,6,6
181611,0,15,33,6
181614,5,2,999,6
181620,1,31,37,6
181621,0,2,7,6
181622,0,9,7,6
181626,0,1,9,6
181628,0,9,43,6
181631,0,17,39,6
181633,0,10,39,6
181636,0,18,44,6
181637,1,4,9,6
181638,0,3,6,6
181640,3,4,5,6
181641,0,12,35,6
181643,0,10,39,6
181644,0,11,32,6
181645,0,1,8,6
181646,0,4,5,6
181650,0,17,44,6
181652,0,31,42,6
181653,1,2,999,6
181655,0,12,44,6
181656,0,6,25,6
181658,0,8,25,6
181659,0,7,39,6
181661,0,3,7,6
181665,0,1,7,6
181666,0,12,25,6
181667,1,0,999,6
181668,0,1,6,6
181669,0,2,9,6
181670,2,23,40,6
181672,0,11,42,6
181674,0,5,26,6
181675,0,1,9,6
181676,0,29,40,6
181677,0,6,39,6
181683,0,7,24,6
181688,0,1,8,6
181690,0,22,40,6
181691,0,15,39,6
181692,1,0,999,6
181693,0,1,9,6
181695,0,1,8,6
181696,0,6,36,6
181698,0,33,37,6
181700,0,3,7,6
181701,0,3,8,6
181703,0,1,9,6
181707,0,3,5,6
181708,0,1,23,6
181709,0,3,8,6
181714,1,27,40,6
181715,0,13,38,6
181718,0,2,3,6
181719,0,5,15,6
181720,0,13,33,6
181721,0,2,9,6
181725,0,5,32,6
181726,0,7,42,6
181727,0,1,31,6
181734,0,11,7,6
181742,0,17,15,6
181743,0,3,6,6
181745,0,6,39,6
181750,0,12,34,6
181751,1,0,999,6
181754,0,8,39,6
181755,1,23,42,6
181756,1,3,9,6
181757,2,7,24,6
181760,0,5,35,6
181761,0,1,9,6
181762,0,7,39,6
181765,0,5,39,6
181766,2,0,999,6
181767,0,11,39,6
181768,0,12,39,6
181769,0,6,7,6
181770,0,13,38,6
181774,0,6,33,6
181776,0,2,34,6
181778,0,20,40,6
181779,0,6,7,6
181786,0,2,3,6
181787,0,16,35,6
181789,0,8,42,6
181791,0,1,5,6
181792,0,45,40,6
181793,0,3,8,6
181798,0,2,9,6
181799,0,3,9,6
181800,1,7,24,6
181801,0,19,39,6
181803,0,2,9,6
181805,0,1,8,6
181807,0,1,9,6
181811,0,2,9,6
181813,0,1,3,6
181814,0,11,7,6
181815,0,3,8,6
181819,0,11,7,6
181820,0,38,40,6
181822,1,0,999,6
181823,0,5,39,6
181824,0,2,9,6
181825,0,3,9,6
181826,0,2,7,6
181827,0,19,39,6
181828,0,7,41,6
181829,2,0,999,6
181831,0,9,32,6
181832,0,10,20,6
181833,0,1,8,6
181834,0,5,43,6
181836,2,3,999,6
181837,0,10,7,6
181838,0,19,25,6
181839,0,3,8,6
181841,0,1,8,6
181842,0,1,5,6
181844,0,1,8,6
181845,0,4,43,6
181847,0,2,9,6
181848,0,2,3,6
181852,0,2,9,6
181853,0,40,40,6
181856,0,23,25,6
181858,3,0,999,6
181860,0,2,3,6
181865,0,1,999,6
181867,0,3,26,6
181869,0,8,25,6
181870,0,5,25,6
181871,0,3,8,6
181874,0,33,40,6
181877,0,12,39,6
181878,0,5,34,6
181881,0,3,8,6
181883,0,2,8,6
181885,0,1,9,6
181886,0,3,9,6
181887,0,17,39,6
181889,0,1,5,6
181891,0,10,38,6
181895,0,24,40,6
181902,0,3,7,6
181903,0,33,40,6
181904,0,2,9,6
181905,0,28,40,6
181906,0,4,39,6
181907,0,1,8,6
181908,0,6,8,6
181909,0,10,33,6
181913,0,2,9,6
181914,0,1,8,6
181915,0,4,36,6
181917,0,4,39,6
181918,1,0,999,6
181920,0,4,30,6
181922,0,15,38,6
181923,1,1,999,6
181924,0,16,7,6
181925,0,4,22,6
181926,0,15,34,6
181930,0,35,40,6
181931,1,27,40,6
181932,0,4,5,6
181934,0,4,34,6
181935,0,15,39,6
181936,1,0,999,6
181937,0,12,39,6
181939,0,52,40,6
181940,1,1,999,6
181942,0,3,8,6
181945,0,3,9,6
181948,0,4,15,6
181951,0,10,39,6
181952,0,2,8,6
181953,0,4,33,6
181954,0,3,8,6
181955,0,4,33,6
181956,0,3,8,6
181958,0,1,9,6
181959,0,1,999,6
181960,0,5,29,6
181972,3,0,999,6
181973,0,1,8,6
181975,0,4,37,6
181976,0,3,5,6
181981,0,24,15,6
181983,0,2,7,6
181984,0,33,40,6
181985,0,5,32,6
181986,0,8,7,6
181987,0,1,8,6
181989,0,14,39,6
181994,0,9,36,6
181997,0,4,8,6
182001,0,1,29,6
182002,3,3,999,6
182004,0,1,32,6
182006,0,4,24,6
182007,1,3,9,6
182008,0,8,42,6
182011,0,10,5,6
182013,0,1,9,6
182015,0,8,37,6
182017,0,39,40,6
182018,0,4,33,6
182022,0,3,7,6
182023,0,3,15,6
182024,0,2,7,6
182025,0,4,35,6
182028,3,0,999,6
182030,0,3,7,6
182033,0,14,39,6
182034,1,1,999,6
182035,0,3,8,6
182036,0,2,3,6
182037,0,4,37,6
182038,0,5,25,6
182039,0,2,3,6
182044,0,1,5,6
182045,0,3,8,6
182046,0,60,40,6
182047,0,3,8,6
182049,1,1,999,6
182050,0,13,7,6
182051,1,39,40,6
182052,2,14,999,6
182053,0,2,3,6
182055,1,11,25,6
182056,0,2,9,6
182057,0,11,39,6
182058,1,1,999,6
182060,0,2,3,6
182062,0,4,33,6
182064,0,4,36,6
182065,0,5,25,6
182066,0,2,3,6
182067,0,4,33,6
182069,0,11,25,6
182070,0,4,39,6
182071,0,36,40,6
182076,0,23,40,6
182078,0,13,36,6
182079,0,2,3,6
182080,0,2,3,6
182081,1,20,37,6
182082,0,1,7,6
182085,0,4,38,6
182087,0,4,12,6
182089,0,2,7,6
182091,0,16,39,6
182093,0,4,33,6
182094,0,40,40,6
182095,0,19,42,6
182096,0,9,39,6
182099,0,1,9,6
182102,0,26,44,6
182103,0,1,999,6
182104,0,2,3,6
182107,0,48,40,6
182110,0,19,44,6
182111,0,9,39,6
182112,1,0,999,6
182113,0,7,42,6
182115,0,2,36,6
182116,0,5,30,6
182117,0,1,9,6
182120,0,11,39,6
182121,0,11,43,6
182122,0,2,5,6
182126,0,1,9,6
182130,1,1,999,6
182131,0,5,20,6
182132,0,2,5,6
182133,0,2,3,6
182134,0,19,39,6
182136,0,1,8,6
182137,0,1,6,6
182138,1,6,18,6
182139,0,1,9,6
182142,0,11,39,6
182144,0,31,40,6
182148,0,42,40,6
182151,1,0,999,6
182154,0,2,3,6
182155,0,7,37,6
182156,0,2,3,6
182158,0,30,24,6
182159,0,4,30,6
182166,0,10,42,6
182168,0,4,36,6
182169,0,1,999,6
182171,0,1,6,6
182176,0,3,6,6
182180,0,4,24,6
182181,0,15,36,6
182182,0,4,5,6
182183,0,2,3,6
182185,0,5,34,6
182187,0,6,25,6
182190,0,8,34,6
182191,0,4,25,6
182192,3,0,999,6
182198,0,3,24,6
182199,1,11,39,6
182200,0,9,39,6
182201,0,5,38,6
182202,0,3,8,6
182204,0,32,38,6
182205,0,27,40,6
182206,1,4,8,6
182209,0,5,20,6
182210,0,1,8,6
182211,0,9,39,6
182213,0,58,40,6
182217,0,4,37,6
182218,0,3,8,6
182219,0,3,27,6
182220,0,5,25,6
182221,0,3,5,6
182223,0,3,30,6
182224,0,5,43,6
182225,0,17,39,6
182226,0,3,8,6
182227,0,24,40,6
182229,0,6,12,6
182232,0,4,38,6
182233,0,2,6,6
182235,0,18,7,6
182239,0,1,999,6
182240,0,1,27,6
182241,6,2,999,6
182242,0,4,24,6
182245,0,1,8,6
182248,0,3,5,6
182250,0,24,37,6
182251,0,4,39,6
182255,2,0,999,6
182256,0,4,36,6
182257,0,8,7,6
182258,0,10,39,6
182260,0,4,3,6
182261,0,5,33,6
182262,0,30,40,6
182263,0,12,39,6
182264,0,7,25,6
182266,0,15,41,6
182268,0,19,37,6
182271,0,16,33,6
182273,1,0,999,6
182274,0,10,39,6
182275,0,1,27,6
182278,0,13,34,6
182279,0,6,39,6
182284,0,13,39,6
182285,0,2,3,6
182291,0,8,39,6
182292,2,2,999,6
182293,0,2,9,6
182294,0,1,9,6
182295,1,14,34,6
182297,0,19,37,6
182299,0,2,8,6
182302,0,5,22,6
182303,0,23,40,6
182304,0,4,22,6
182307,0,12,34,6
182309,2,0,999,6
182312,0,1,5,6
182315,0,5,33,6
182318,0,16,27,6
182319,0,8,39,6
182320,0,78,40,6
182324,0,14,36,6
182330,0,1,9,6
182332,0,5,26,6
182334,0,5,7,6
182337,0,4,999,6
182338,0,17,24,6
182341,0,1,6,6
182343,0,2,9,6
182344,0,2,9,6
182345,0,2,5,6
182349,0,4,7,6
182353,0,1,9,6
182356,0,2,8,6
182357,0,6,5,6
182360,0,1,999,6
182361,0,5,39,6
182365,0,12,39,6
182366,0,9,34,6
182371,0,5,38,6
182372,0,6,24,6
182373,0,2,9,6
182374,0,1,8,6
182375,0,2,3,6
182376,1,2,7,6
182377,0,5,15,6
182379,0,1,8,6
182380,0,1,7,6
182381,0,18,39,6
182382,0,2,3,6
182389,0,13,39,6
182390,0,10,37,6
182392,0,3,9,6
182394,0,4,39,6
182395,0,1,9,6
182398,3,0,999,6
182400,0,8,32,6
182404,0,21,39,6
182406,0,2,3,6
182409,1,9,7,6
182411,0,5,25,6
182413,0,2,5,6
182418,0,3,9,6
182419,0,3,5,6
182421,0,9,24,6
182423,0,17,25,6
182425,0,8,24,6
182426,0,73,40,6
182427,0,27,40,6
182430,0,1,8,6
182431,1,0,999,6
182433,0,14,36,6
182434,0,3,20,6
182435,2,0,999,6
182436,0,7,22,6
182437,0,10,24,6
182438,0,1,8,6
182442,0,8,39,6
182447,0,7,18,6
182449,0,5,36,6
182451,0,13,38,6
182452,0,4,7,6
182456,0,5,39,6
182463,0,21,40,6
182470,0,6,37,6
182473,0,8,39,6
182474,1,0,999,6
182475,0,5,24,6
182478,0,4,24,6
182479,0,11,39,6
182482,1,0,999,6
182483,0,6,32,6
182485,1,1,999,6
182486,0,3,8,6
182489,0,2,7,6
182493,0,10,39,6
182495,1,14,39,6
182497,0,3,41,6
182498,0,6,35,6
182500,0,4,39,6
182501,0,11,999,6
182502,0,17,39,6
182504,1,12,38,6
182508,0,1,8,6
182509,0,3,8,6
182513,0,2,8,6
182514,0,17,7,6
182515,0,6,7,6
182516,0,76,40,6
182517,1,0,999,6
182528,1,0,999,6
182531,0,1,8,6
182535,1,7,24,6
182537,0,8,32,6
182539,0,23,33,6
182541,0,3,9,6
182542,0,8,24,6
182543,0,2,31,6
182546,0,4,5,6
182548,0,9,39,6
182550,0,78,40,6
182552,0,8,39,6
182556,0,2,3,6
182558,0,2,8,6
182560,0,23,40,6
182563,2,1,999,6
182566,0,2,9,6
182567,0,2,8,6
182571,0,2,8,6
182572,1,0,999,6
182573,0,1,5,6
182574,0,3,32,6
182577,0,4,35,6
182582,0,5,35,6
182583,0,1,9,6
182584,5,2,999,6
182589,0,29,40,6
182590,0,4,41,6
182591,0,17,42,6
182594,0,1,999,6
182598,0,1,5,6
182599,2,0,999,6
182611,0,4,7,6
182614,0,14,39,6
182616,1,0,999,6
182617,0,5,43,6
182621,0,3,8,6
182624,0,2,3,6
182626,0,11,33,6
182627,0,3,9,6
182628,0,26,37,6
182630,0,7,5,6
182634,0,11,39,6
182635,1,6,12,6
182636,0,2,9,6
182638,0,16,39,6
182639,0,6,24,6
182640,0,48,40,6
182642,0,10,24,6
182646,0,3,9,6
182647,0,13,7,6
182648,0,6,35,6
182649,0,7,36,6
182652,0,6,36,6
182653,1,0,999,6
182657,0,4,36,6
182658,0,2,8,6
182661,0,3,8,6
182662,0,7,32,6
182663,1,0,999,6
182665,0,7,19,6
182667,0,1,6,6
182668,0,17,40,6
182672,0,19,39,6
182673,1,0,999,6
182674,0,5,999,6
182675,0,11,39,6
182676,0,45,37,6
182677,0,8,7,6
182678,0,3,8,6
182683,0,6,30,6
182688,0,1,23,6
182691,1,0,999,6
182692,0,3,9,6
182693,0,11,20,6
182695,0,1,8,6
182699,0,11,43,6
182704,0,24,38,6
182714,1,6,39,6
182715,0,13,37,6
182719,0,2,999,6
182720,0,7,39,6
182722,0,1,5,6
182723,0,2,8,6
182724,0,8,39,6
182725,0,2,25,6
182731,0,13,39,6
182732,0,1,5,6
182735,0,2,8,6
182736,0,10,39,6
182737,0,8,35,6
182739,0,2,999,6
182741,0,3,5,6
182743,0,4,7,6
182745,0,19,39,6
182746,0,5,39,6
182747,0,3,8,6
182749,0,8,24,6
182750,0,14,30,6
182751,0,12,25,6
182756,0,8,15,6
182761,1,5,31,6
182762,0,2,9,6
182767,0,9,37,6
182768,0,18,36,6
182771,0,1,9,6
182774,0,1,999,6
182776,0,2,999,6
182777,0,3,7,6
182780,1,0,999,6
182781,0,1,8,6
182784,0,40,40,6
182786,0,8,38,6
182787,0,3,9,6
182788,0,11,29,6
182789,0,4,38,6
182793,0,3,34,6
182795,0,4,7,6
182796,0,4,23,6
182797,0,6,7,6
182800,0,2,7,6
182802,0,6,28,6
182803,0,3,32,6
182804,0,23,15,6
182805,0,3,18,6
182806,0,4,24,6
182810,0,9,38,6
182814,1,40,40,6
182816,0,19,33,6
182817,1,0,999,6
182818,0,19,39,6
182819,0,11,38,6
182822,6,33,40,6
182823,1,10,39,6
182826,0,23,40,6
182827,0,19,39,6
182828,0,1,999,6
182830,0,12,39,6
182834,1,1,999,6
182835,0,3,23,6
182836,1,0,999,6
182840,0,1,9,6
182841,0,1,6,6
182844,0,2,3,6
182846,0,3,9,6
182847,0,14,39,6
182849,0,4,5,6
182850,0,7,39,6
182852,0,2,8,6
182856,0,52,40,6
182859,0,1,21,6
182861,0,2,3,6
182864,0,7,36,6
182865,0,39,40,6
182867,1,25,40,6
182871,1,45,40,6
182875,0,3,24,6
182876,0,2,18,6
182878,0,5,20,6
182879,0,28,34,6
182880,0,19,41,6
182881,0,2,3,6
182884,2,1,999,6
182885,0,8,38,6
182886,0,6,24,6
182887,0,4,24,6
182891,0,5,24,6
182893,0,21,40,6
182894,0,1,8,6
182897,0,2,7,6
182898,0,2,9,6
182901,0,2,8,6
182907,0,2,3,6
182909,0,24,40,6
182910,0,48,40,6
182911,0,2,8,6
182912,0,4,999,6
182916,0,1,9,6
182918,0,4,22,6
182921,0,3,5,6
182922,1,33,40,6
182923,0,8,39,6
182925,0,4,35,6
182926,0,19,39,6
182930,0,9,24,6
182936,0,10,39,6
182938,0,6,39,6
182941,0,3,32,6
182944,0,3,31,6
182947,0,3,999,6
182948,0,5,41,6
182950,0,4,32,6
182953,0,4,35,6
182955,0,2,7,6
182956,0,5,35,6
182960,0,5,5,6
182961,0,1,9,6
182963,0,21,40,6
182964,0,5,7,6
182965,0,7,25,6
182966,1,0,999,6
182967,0,17,24,6
182968,0,25,40,6
182974,0,1,9,6
182975,0,16,39,6
182976,0,9,24,6
182978,0,9,32,6
182981,0,31,40,6
182983,0,24,40,6
182984,0,1,22,6
182988,0,12,36,6
182992,0,1,8,6
182993,0,19,38,6
182994,0,47,40,6
182995,0,2,7,6
182996,0,9,20,6
182998,0,2,8,6
182999,0,1,6,6
183000,0,1,8,6
183002,1,53,40,6
183003,0,1,8,6
183006,1,0,999,6
183007,0,1,15,6
183008,0,2,5,6
183010,0,1,8,6
183011,0,16,39,6
183012,0,6,33,6
183014,0,6,35,6
183015,0,1,8,6
183019,0,28,40,6
183022,0,1,7,6
183023,0,23,38,6
183027,0,2,8,6
183032,0,2,999,6
183035,0,1,9,6
183037,0,3,9,6
183041,0,13,39,6
183043,0,8,7,6
183044,0,2,3,6
183046,1,5,999,6
183047,0,6,30,6
183053,0,1,8,6
183056,0,4,38,6
183057,0,13,41,6
183062,0,14,42,6
183065,0,9,25,6
183066,0,1,9,6
183068,0,2,7,6
183069,0,17,42,6
183072,0,11,24,6
183074,0,3,8,6
183075,0,33,40,6
183079,2,1,999,6
183080,0,2,3,6
183083,0,8,25,6
183091,0,8,12,6
183093,0,4,18,6
183095,0,11,25,6
183098,0,9,34,6
183101,0,29,40,6
183103,1,15,39,6
183104,0,3,24,6
183105,0,66,40,6
183106,0,2,8,6
183107,0,1,9,6
183108,0,7,38,6
183109,0,4,3,6
183111,0,1,8,6
183114,0,16,39,6
183115,0,7,24,6
183117,0,8,25,6
183119,1,10,38,6
183123,0,4,39,6
183125,0,6,35,6
183129,0,4,30,6
183134,0,4,25,6
183135,0,16,39,6
183140,0,8,39,6
183143,0,10,39,6
183144,0,19,44,6
183150,0,2,9,6
183153,0,3,8,6
183154,0,6,39,6
183155,0,30,40,6
183156,0,2,3,6
183161,0,9,36,6
183162,0,1,9,6
183168,0,5,25,6
183170,0,4,20,6
183171,0,8,39,6
183174,0,9,25,6
183175,0,42,40,6
183177,0,1,8,6
183179,0,1,9,6
183180,0,1,8,6
183181,0,24,44,6
183182,1,0,999,6
183186,0,25,40,6
183190,0,5,39,6
183194,0,64,40,6
183197,0,10,39,6
183198,1,0,999,6
183201,0,58,40,6
183203,0,2,12,6
183204,0,3,24,6
183205,1,11,37,6
183206,0,1,8,6
183208,0,10,39,6
183210,1,0,999,6
183211,0,4,29,6
183212,0,13,39,6
183213,0,4,36,6
183218,0,8,43,6
183221,0,2,6,6
183222,0,7,44,6
183223,0,5,25,6
183224,0,1,7,6
183225,0,4,5,6
183226,0,5,36,6
183228,0,18,39,6
183231,0,3,9,6
183232,0,4,30,6
183233,0,8,42,6
183236,0,16,39,6
183237,0,33,40,6
183239,3,33,40,6
183240,0,4,34,6
183241,0,9,24,6
183242,0,34,40,6
183243,0,1,22,6
183248,0,7,35,6
183249,0,3,7,6
183250,0,4,7,6
183255,0,35,37,6
183256,0,1,999,6
183257,2,19,41,6
183258,0,3,5,6
183259,0,31,40,6
183260,0,1,9,6
183263,0,2,3,6
183264,0,13,36,6
183267,0,30,15,6
183268,0,7,36,6
183271,0,3,20,6
183272,0,1,8,6
183274,0,1,8,6
183275,0,27,37,6
183276,0,15,39,6
183277,0,8,38,6
183280,0,5,19,6
183283,0,1,9,6
183286,0,2,999,6
183288,0,4,42,6
183290,0,12,36,6
183293,0,5,24,6
183294,0,3,8,6
183298,0,2,3,6
183304,0,2,29,6
183305,0,8,35,6
183307,0,5,39,6
183309,0,4,25,6
183310,1,1,999,6
183312,0,5,31,6
183313,0,11,39,6
183314,1,1,999,6
183315,0,14,25,6
183316,0,1,8,6
183317,0,4,21,6
183319,0,3,8,6
183322,0,3,6,6
183325,0,22,38,6
183327,0,17,20,6
183330,0,4,22,6
183333,0,2,3,6
183334,0,2,8,6
183340,0,7,5,6
183342,1,7,29,6
183343,1,0,999,6
183351,0,6,39,6
183354,0,6,43,6
183356,0,28,25,6
183358,0,3,8,6
183359,0,22,40,6
183365,0,1,8,6
183367,1,0,999,6
183370,0,1,8,6
183371,0,15,39,6
183373,0,16,7,6
183374,0,10,42,6
183377,0,3,32,6
183379,0,2,3,6
183385,0,8,39,6
183387,0,2,9,6
183390,0,7,39,6
183392,0,29,40,6
183394,0,2,9,6
183395,0,11,43,6
183396,1,0,999,6
183397,0,3,8,6
183400,0,1,8,6
183401,0,6,36,6
183402,0,4,25,6
183404,0,9,24,6
183406,0,5,25,6
183409,0,9,44,6
183412,0,2,9,6
183414,0,14,32,6
183415,0,4,39,6
183416,0,6,39,6
183418,0,30,40,6
183419,0,3,22,6
183422,0,14,32,6
183423,0,1,999,6
183426,0,3,24,6
183432,0,1,8,6
183433,0,7,25,6
183436,0,4,33,6
183437,0,1,8,6
183440,0,1,8,6
183441,0,23,40,6
183443,0,2,8,6
183444,1,0,999,6
183447,0,3,8,6
183448,0,4,39,6
183450,0,5,7,6
183451,0,34,40,6
183455,0,9,39,6
183456,0,10,38,6
183459,0,20,36,6
183461,1,0,999,6
183465,0,1,8,6
183467,0,26,35,6
183472,0,2,8,6
183473,0,21,40,6
183474,0,7,24,6
183476,0,3,8,6
183478,1,0,999,6
183482,0,9,27,6
183483,0,2,9,6
183486,1,43,40,6
183487,0,1,8,6
183488,0,30,40,6
183489,0,8,21,6
183495,1,5,32,6
183496,0,17,39,6
183497,0,2,22,6
183502,0,7,39,6
183503,0,1,30,6
183505,0,11,44,6
183507,0,2,8,6
183510,0,4,24,6
183512,0,2,3,6
183519,0,2,6,6
183520,0,4,28,6
183526,0,9,24,6
183530,0,4,24,6
183536,1,0,999,6
183537,0,2,9,6
183540,0,1,9,6
183542,0,1,9,6
183546,0,2,9,6
183547,0,2,6,6
183551,0,14,38,6
183553,0,5,25,6
183554,0,4,36,6
183555,0,3,8,6
183556,0,22,37,6
183561,1,30,40,6
183567,0,2,8,6
183569,0,6,36,6
183570,0,7,22,6
183571,0,7,35,6
183573,0,1,9,6
183575,0,3,8,6
183577,1,0,999,6
183578,0,2,8,6
183581,0,16,38,6
183583,0,11,34,6
183584,0,13,39,6
183585,0,7,24,6
183586,2,17,37,6
183589,0,9,27,6
183598,0,9,31,6
183602,0,35,25,6
183605,0,7,36,6
183606,0,1,8,6
183607,0,2,5,6
183609,0,3,9,6
183610,0,12,39,6
183612,1,1,999,6
183613,0,2,9,6
183614,0,15,35,6
183615,1,0,999,6
183616,0,2,8,6
183622,0,8,38,6
183623,0,1,9,6
183627,0,15,5,6
183628,0,14,41,6
183629,1,0,999,6
183631,0,10,44,6
183633,0,28,40,6
183637,0,3,8,6
183639,0,4,6,6
183640,0,3,6,6
183643,0,9,34,6
183645,0,5,33,6
183646,0,3,8,6
183648,0,2,9,6
183650,0,6,22,6
183651,0,36,40,6
183652,0,3,9,6
183657,0,10,7,6
183661,1,9,37,6
183662,0,7,39,6
183666,0,3,9,6
183667,0,1,9,6
183668,0,2,999,6
183669,0,38,40,6
183670,0,21,24,6
183673,0,1,8,6
183675,0,3,38,6
183678,0,11,44,6
183679,0,2,6,6
183683,0,7,42,6
183685,0,5,20,6
183686,0,1,9,6
183688,0,4,39,6
183689,0,3,8,6
183692,0,7,39,6
183696,0,7,39,6
183698,0,2,8,6
183700,0,5,36,6
183704,0,22,40,6
183707,0,5,36,6
183709,0,5,24,6
183710,0,6,39,6
183714,0,10,38,6
183717,0,16,39,6
183718,0,25,33,6
183719,0,4,8,6
183722,0,4,24,6
183723,0,29,40,6
183724,1,2,19,6
183730,0,9,39,6
183731,0,2,9,6
183732,0,8,38,6
183733,0,3,8,6
183736,0,2,8,6
183738,0,9,39,6
183739,0,1,9,6
183740,0,3,9,6
183741,0,1,8,6
183743,2,0,999,6
183748,0,14,32,6
183750,0,3,7,6
183751,0,3,8,6
183752,0,18,39,6
183756,0,27,40,6
183757,0,1,5,6
183758,0,7,39,6
183759,0,7,36,6
183761,0,3,8,6
183762,0,6,39,6
183763,0,3,8,6
183764,0,2,8,6
183770,0,1,999,6
183772,0,19,36,6
183773,0,7,34,6
183776,0,10,37,6
183777,1,8,15,6
183779,0,3,8,6
183780,0,2,8,6
183781,0,20,33,6
183782,0,6,39,6
183786,0,45,40,6
183787,0,4,5,6
183789,0,13,7,6
183791,1,13,7,6
183793,0,10,39,6
183794,0,10,44,6
183796,0,6,30,6
183799,0,10,7,6
183800,0,5,31,6
183803,0,2,5,6
183808,0,13,38,6
183810,1,2,3,6
183812,0,3,8,6
183813,0,2,8,6
183814,0,1,9,6
183815,0,51,40,6
183818,0,1,5,6
183819,3,3,999,6
183822,0,1,9,6
183823,0,15,36,6
183827,0,5,42,6
183830,0,4,9,6
183833,0,3,30,6
183840,0,11,32,6
183843,1,33,40,6
183845,0,3,34,6
183848,0,1,9,6
183849,0,5,32,6
183850,0,33,40,6
183854,0,4,6,6
183855,0,1,9,6
183856,0,13,37,6
183857,0,1,9,6
183861,0,4,32,6
183865,0,5,36,6
183866,0,29,40,6
183867,1,62,40,6
183868,0,5,24,6
183869,0,15,39,6
183870,0,12,39,6
183877,0,5,36,6
183880,0,15,39,6
183884,0,2,26,6
183887,0,6,25,6
183888,0,3,9,6
183894,0,2,8,6
183895,0,13,24,6
183896,0,1,999,6
183897,0,2,8,6
183902,3,14,33,6
183903,0,13,25,6
183904,0,9,39,6
183905,1,0,999,6
183906,0,6,30,6
183909,0,12,35,6
183911,0,18,39,6
183912,1,1,999,6
183913,0,1,7,6
183915,0,9,39,6
183919,1,7,39,6
183920,1,0,999,6
183921,0,8,25,6
183926,0,4,37,6
183928,0,3,8,6
183930,0,2,9,6
183932,0,1,6,6
183933,0,12,21,6
183934,0,8,39,6
183935,0,4,8,6
183938,0,1,7,6
183943,0,69,40,6
183944,0,4,37,6
183945,0,15,25,6
183950,0,4,24,6
183951,0,2,9,6
183952,0,1,8,6
183953,0,5,25,6
183954,0,14,43,6
183961,0,1,8,6
183962,0,18,41,6
183963,0,8,5,6
183964,0,9,37,6
183966,0,1,9,6
183968,0,24,40,6
183970,0,3,25,6
183972,0,5,5,6
183975,0,14,39,6
183976,0,3,8,6
183980,0,2,9,6
183981,0,26,40,6
183982,0,3,8,6
183983,0,4,36,6
183984,0,12,33,6
183987,0,1,9,6
183989,0,1,6,6
183990,1,42,40,6
183991,0,1,5,6
183992,0,4,39,6
183993,0,1,8,6
183996,0,13,39,6
183998,0,14,36,6
184001,0,10,35,6
184004,0,4,42,6
184005,0,4,39,6
184010,0,3,24,6
184011,1,4,999,6
184016,5,17,39,6
184022,0,7,5,6
184023,0,4,26,6
184026,1,13,35,6
184028,0,18,42,6
184029,0,2,7,6
184031,0,14,39,6
184032,0,14,39,6
184033,0,3,24,6
184034,0,9,25,6
184035,0,43,40,6
184037,0,21,40,6
184038,0,3,8,6
184041,0,2,7,6
184047,0,2,8,6
184048,0,45,25,6
184049,0,4,36,6
184051,1,4,999,6
184053,0,11,39,6
184055,0,6,37,6
184056,0,2,8,6
184058,0,1,9,6
184061,0,2,7,6
184064,0,7,39,6
184065,0,6,39,6
184066,0,2,8,6
184067,0,2,8,6
184068,0,11,39,6
184072,1,22,40,6
184077,0,17,44,6
184079,0,2,8,6
184080,0,2,8,6
184081,0,1,9,6
184083,0,13,39,6
184087,0,4,39,6
184088,0,7,39,6
184094,0,11,36,6
184096,0,5,38,6
184101,0,4,6,6
184102,0,7,28,6
184103,0,4,32,6
184109,0,28,40,6
184111,0,2,8,6
184112,0,6,39,6
184113,0,2,8,6
184126,0,1,8,6
184127,0,1,8,6
184128,0,4,20,6
184129,0,9,39,6
184130,0,27,44,6
184132,0,13,41,6
184134,0,26,40,6
184137,0,8,25,6
184142,0,4,24,6
184143,0,2,9,6
184144,0,1,9,6
184145,0,1,9,6
184146,0,4,32,6
184148,0,25,40,6
184151,0,1,9,6
184154,0,23,40,6
184156,0,8,39,6
184158,1,6,4,6
184159,0,12,32,6
184165,0,2,18,6
184167,0,4,38,6
184168,0,6,36,6
184170,0,11,35,6
184171,0,10,37,6
184172,0,6,7,6
184174,0,23,37,6
184175,0,7,25,6
184176,0,6,22,6
184177,0,6,37,6
184178,0,12,36,6
184179,0,34,40,6
184180,0,1,999,6
184182,0,3,9,6
184183,0,11,15,6
184188,0,9,42,6
184189,0,4,21,6
184190,0,1,9,6
184191,0,10,43,6
184192,0,2,5,6
184193,0,2,8,6
184194,0,13,39,6
184195,0,3,8,6
184196,0,6,43,6
184197,0,22,40,6
184200,1,3,7,6
184201,0,1,9,6
184202,0,2,7,6
